"vendor_id","pickup_datetime","dropoff_datetime","passenger_count","trip_distance","pickup_longitude","pickup_latitude","store_and_fwd_flag","dropoff_longitude","dropoff_latitude","payment_type","fare_amount","mta_tax","tip_amount","tolls_amount","total_amount","imp_surcharge","extra","rate_code"
"VTS","2014-05-25T02:00:00.000","2014-05-25T02:10:00.000","5","2.2000000000000002","-73.977585000000005","40.681722000000001",,"-73.991990000000001","40.673645","CRD","9.5","0.5","2","0","12.5","0.5",,"1"
"VTS","2014-01-10T11:01:00.000","2014-01-10T11:14:00.000","1","1.26","-73.994107","40.750917000000001",,"-73.978117999999995","40.754162000000001","CRD","9.5","0.5","0","0","10","0",,"1"
"VTS","2014-06-30T17:09:00.000","2014-06-30T17:21:00.000","1","1.51","-73.975459999999998","40.777034999999998",,"-73.963200000000001","40.768985000000001","CSH","9.5","0.5","0","0","11","1",,"1"
"CMT","2014-06-10T19:11:51.000","2014-06-10T19:15:21.000","1","0.5","0","0","N","0","0","CSH","4.5","0.5","0","0","6","1",,"1"
"CMT","2014-07-21T09:32:23.000","2014-07-21T09:47:03.000","1","1.8999999999999999","-73.991090999999997","40.749623999999997","N","-73.986598999999998","40.730167000000002","CSH","11","0.5","0","0","11.5","0",,"1"
"VTS","2014-12-31T00:16:00.000","2014-12-31T00:21:00.000","1","0.73999999999999999","-73.988560000000007","40.721409999999999",,"-73.986699999999999","40.72992","CSH","5","0.5","0","0","6","0.5",,"1"
"CMT","2014-05-12T10:36:47.000","2014-05-12T10:43:45.000","1","1.3","-73.968194999999994","40.763027999999998","N","-73.953199999999995","40.772511000000002","CRD","7","0.5","1.5","0","9","0",,"1"
"VTS","2014-12-01T13:00:00.000","2014-12-01T13:26:00.000","1","14.81","-73.784414999999996","40.648586999999999",,"-73.928601999999998","40.759501999999998","CSH","41","0.5","0","0","41.5","0",,"1"
"CMT","2014-11-19T11:20:15.000","2014-11-19T11:38:02.000","1","1.1000000000000001","-73.978337999999994","40.762757000000001","N","-73.974999999999994","40.752000000000002","CRD","11.5","0.5","2.3999999999999999","0","14.4","0",,"1"
"VTS","2014-06-21T18:36:00.000","2014-06-21T18:49:00.000","5","5.3399999999999999","-74.006962000000001","40.711846999999999",,"-73.972746999999998","40.756297000000004","CRD","17","0.5","2","0","19.5","0",,"1"
"CMT","2014-02-15T09:06:13.000","2014-02-15T09:13:03.000","1","1.5","-73.980891999999997","40.764288000000001","N","-74.000722999999994","40.758222000000004","CRD","7","0.5","1.5","0","9","0",,"1"
"VTS","2014-06-26T18:21:00.000","2014-06-26T18:54:00.000","5","6.9299999999999997","-73.953907000000001","40.821931999999997",,"-73.990037000000001","40.748086999999998","CRD","27.5","0.5","7.1200000000000001","0","36.119999999999997","1",,"1"
"VTS","2014-05-04T16:31:00.000","2014-05-04T16:51:00.000","3","4.21","-73.999257","40.744281999999998",,"-73.953950000000006","40.778891999999999","CSH","16.5","0.5","0","0","17","0",,"1"
"CMT","2014-10-28T07:57:04.000","2014-10-28T08:00:13.000","1","0.59999999999999998","-73.973149000000006","40.744343000000001","N","-73.9739","40.750754999999998","CRD","4.5","0.5","1","0","6","0",,"1"
"VTS","2014-10-12T02:12:00.000","2014-10-12T02:22:00.000","5","2.2599999999999998","-74.007121999999995","40.743896999999997",,"-73.973517000000001","40.737977000000001","CRD","9.5","0.5","2","0","12.5","0.5",,"1"
"CMT","2014-10-27T19:45:45.000","2014-10-27T20:12:41.000","1","9.3000000000000007","-73.873192000000003","40.774051999999998","N","-73.994592999999995","40.734766","CSH","30.5","0.5","0","5.3300000000000001","37.329999999999998","1",,"1"
"CMT","2014-08-05T15:28:50.000","2014-08-05T15:34:32.000","1","0.59999999999999998","-73.958757000000006","40.783976000000003","N","-73.958568","40.777417","CSH","5.5","0.5","0","0","6","0",,"1"
"CMT","2014-09-12T09:07:47.000","2014-09-12T09:16:16.000","1","0.90000000000000002","-74.006378999999995","40.732922000000002","N","-74.007378000000003","40.727573","CSH","7.5","0.5","0","0","8","0",,"1"
"VTS","2014-04-07T18:01:00.000","2014-04-07T18:10:00.000","1","1.6699999999999999","-73.992270000000005","40.749282000000001",,"-73.988498000000007","40.732230000000001","CRD","8.5","0.5","1.8999999999999999","0","11.9","1",,"1"
"CMT","2014-04-16T21:39:15.000","2014-04-16T21:39:18.000","1","1","-73.974238999999997","40.764730999999998","N","-73.974238999999997","40.764730999999998","CSH","6.5","0.5","0","0","7.5","0.5",,"1"
"CMT","2014-02-13T18:48:12.000","2014-02-13T18:53:47.000","1","1","-73.958567000000002","40.764299999999999","N","-73.971172999999993","40.758535000000002","CSH","6","0.5","0","0","7.5","1",,"1"
"VTS","2014-06-27T01:26:00.000","2014-06-27T01:31:00.000","2","1.01","-73.991332","40.716047000000003",,"-73.991335000000007","40.727446999999998","CSH","6","0.5","0","0","7","0.5",,"1"
"VTS","2014-02-02T00:40:00.000","2014-02-02T00:57:00.000","2","3.5","-73.993188000000004","40.733445000000003",,"-73.982151999999999","40.775120000000001","CRD","14.5","0.5","3","0","18.5","0.5",,"1"
"VTS","2014-06-19T18:12:00.000","2014-06-19T18:15:00.000","1","1.2","-73.967707000000004","40.792842",,"-73.978508000000005","40.777712000000001","CRD","5.5","0.5","1.3","0","8.3000000000000007","1",,"1"
"VTS","2014-05-17T18:21:00.000","2014-05-17T18:30:00.000","1","1.8600000000000001","-74.001999999999995","40.740417000000001",,"-73.994275000000002","40.761322","CRD","8.5","0.5","1.7","0","10.699999999999999","0",,"1"
"VTS","2014-04-26T21:02:00.000","2014-04-26T21:12:00.000","1","2.3300000000000001","-73.954057000000006","40.784511999999999",,"-73.971311999999998","40.755817","CRD","10","0.5","2","0","13","0.5",,"1"
"VTS","2014-08-08T16:57:00.000","2014-08-08T17:09:00.000","1","1.46","-73.962496999999999","40.719499999999996",,"-73.943325000000002","40.721857","CSH","9.5","0.5","0","0","11","1",,"1"
"VTS","2014-01-20T16:01:00.000","2014-01-20T16:14:00.000","1","1.8100000000000001","-73.990084999999993","40.757792000000002",,"-73.999082000000001","40.736331999999997","CSH","10.5","0.5","0","0","11","0",,"1"
"VTS","2014-06-11T17:29:00.000","2014-06-11T17:49:00.000","1","2.3100000000000001","-73.970759999999999","40.756677000000003",,"-73.993966999999998","40.73536","CRD","13.5","0.5","2.8999999999999999","0","17.899999999999999","1",,"1"
"VTS","2014-05-31T15:42:00.000","2014-05-31T15:52:00.000","1","1.6399999999999999","-73.980557000000005","40.774962000000002",,"-73.972402000000002","40.791001999999999","CRD","9","0.5","1.8","0","11.300000000000001","0",,"1"
"VTS","2014-04-09T23:09:00.000","2014-04-09T23:27:00.000","1","3.5699999999999998","-73.993684999999999","40.751365",,"-73.982506999999998","40.721162","CRD","15.5","0.5","3.2000000000000002","0","19.699999999999999","0.5",,"1"
"VTS","2014-08-20T06:31:00.000","2014-08-20T06:36:00.000","1","0.98999999999999999","-73.981212999999997","40.750647000000001",,"-73.982737","40.759982000000001","CRD","5.5","0.5","1.1000000000000001","0","7.0999999999999996","0",,"1"
"CMT","2014-04-20T20:56:50.000","2014-04-20T21:04:27.000","4","1.1000000000000001","-73.979392000000004","40.735587000000002","N","-73.988995000000003","40.744025000000001","CSH","7","0.5","0","0","8","0.5",,"1"
"CMT","2014-07-22T13:37:06.000","2014-07-22T14:08:36.000","1","5.9000000000000004","-74.003904000000006","40.713234","N","-73.977401999999998","40.759690999999997","CRD","26","0.5","3","0","29.5","0",,"1"
"CMT","2014-08-09T00:15:33.000","2014-08-09T00:28:29.000","1","2.3999999999999999","-73.967686","40.760387000000001","N","-73.985758000000004","40.731287000000002","CSH","11.5","0.5","0","0","12.5","0.5",,"1"
"VTS","2014-11-14T09:23:00.000","2014-11-14T09:52:00.000","1","2.7000000000000002","-73.978097000000005","40.752496999999998",,"-74.008854999999997","40.746626999999997","CRD","18.5","0.5","5.5499999999999998","0","24.550000000000001","0",,"1"
"VTS","2014-07-01T08:25:00.000","2014-07-01T08:37:00.000","6","3.8599999999999999","-73.945117999999994","40.782764999999998",,"-73.921449999999993","40.826360000000001","CRD","13.5","0.5","2.5","0","16.5","0",,"1"
"CMT","2014-09-30T21:50:07.000","2014-09-30T21:57:13.000","1","1.3999999999999999","-73.994949000000005","40.719819999999999","N","-74.006495000000001","40.708163999999996","CSH","7","0.5","0","0","8","0.5",,"1"
"CMT","2014-10-26T00:43:25.000","2014-10-26T00:48:18.000","3","0.69999999999999996","-73.983851999999999","40.739049000000001","N","-73.973202000000001","40.738467","CRD","5.5","0.5","1.3","0","7.7999999999999998","0.5",,"1"
"CMT","2014-02-03T07:58:04.000","2014-02-03T08:05:01.000","1","1.3","-73.995553999999998","40.725295000000003","N","-74.006145000000004","40.714302000000004","CRD","7","0.5","1","0","8.5","0",,"1"
"VTS","2014-03-01T17:33:00.000","2014-03-01T17:43:00.000","3","2.1099999999999999","-73.986052000000001","40.760669999999998",,"-73.982472999999999","40.739387000000001","CSH","9.5","0.5","0","0","10","0",,"1"
"CMT","2014-07-18T10:46:57.000","2014-07-18T11:30:03.000","2","2.5","-73.985726999999997","40.756284999999998","N","-73.990415999999996","40.757801999999998","CRD","9","0.5","2","0","11.5","0",,"1"
"CMT","2014-10-04T07:44:43.000","2014-10-04T07:57:12.000","1","3.5","-73.949143000000007","40.781562000000001","N","-73.985012999999995","40.744652000000002","CRD","13","0.5","1.5","0","15","0",,"1"
"VTS","2014-05-19T14:44:00.000","2014-05-19T14:49:00.000","1","0.89000000000000001","-73.956261999999995","40.771942000000003",,"-73.945499999999996","40.775458","CRD","5.5","0.5","1.1000000000000001","0","7.0999999999999996","0",,"1"
"CMT","2014-01-19T16:28:59.000","2014-01-19T16:40:31.000","1","1.2","-73.989474999999999","40.747902000000003","N","-73.990312000000003","40.734727999999997","CSH","9","0.5","0","0","9.5","0",,"1"
"VTS","2014-02-02T03:12:00.000","2014-02-02T03:15:00.000","2","0.66000000000000003","-73.974800000000002","40.753790000000002",,"-73.984272000000004","40.758502","CSH","4.5","0.5","0","0","5.5","0.5",,"1"
"CMT","2014-04-16T19:49:14.000","2014-04-16T19:58:35.000","1","1.8","-73.950378999999998","40.776007999999997","N","-73.962839000000002","40.757401999999999","CRD","8.5","0.5","2","0","12","1",,"1"
"CMT","2014-11-11T19:18:51.000","2014-11-11T19:25:00.000","1","1.3","-73.958426000000003","40.781714999999998","N","-73.966849999999994","40.793453999999997","CSH","6.5","0.5","0","0","7","0",,"1"
"VTS","2014-06-12T22:28:00.000","2014-06-12T22:56:00.000","1","3.7599999999999998","-73.958957999999996","40.778007000000002",,"-73.99248","40.730511999999997","CRD","20.5","0.5","4.2000000000000002","0","25.699999999999999","0.5",,"1"
"VTS","2014-07-16T18:19:00.000","2014-07-16T18:30:00.000","1","1.1699999999999999","0","0",,"0","0","CSH","8.5","0.5","0","0","10","1",,"1"
"CMT","2014-04-06T09:53:04.000","2014-04-06T10:04:07.000","2","2.7999999999999998","-73.956357999999994","40.767628000000002","N","-73.992109999999997","40.759076999999998","CRD","11","0.5","2.2999999999999998","0","13.800000000000001","0",,"1"
"VTS","2014-07-04T22:47:00.000","2014-07-04T22:55:00.000","1","1.79","-73.982759999999999","40.772007000000002",,"-73.967262000000005","40.788237000000002","CRD","8.5","0.5","1","0","10.5","0.5",,"1"
"CMT","2014-07-26T03:17:16.000","2014-07-26T03:28:42.000","1","3.8999999999999999","-73.989092999999997","40.721367999999998","N","-73.961348000000001","40.769812999999999","CRD","13","0.5","2.7999999999999998","0","16.800000000000001","0.5",,"1"
"VTS","2014-05-03T22:02:00.000","2014-05-03T22:38:00.000","1","5.4699999999999998","-73.958906999999996","40.712454999999999",,"-73.984452000000005","40.759616999999999","CRD","26","0.5","3.5","0","30.5","0.5",,"1"
"VTS","2014-12-10T12:04:00.000","2014-12-10T12:18:00.000","1","1.4199999999999999","-73.967770000000002","40.762900000000002",,"-73.983090000000004","40.74868","CSH","10","0.5","0","0","10.5","0",,"1"
"VTS","2014-10-07T11:32:00.000","2014-10-07T11:56:00.000","5","3.0099999999999998","-73.992296999999994","40.74897",,"-74.009675000000001","40.710312000000002","CRD","16.5","0.5","3.2999999999999998","0","20.300000000000001","0",,"1"
"CMT","2014-01-10T06:40:51.000","2014-01-10T06:49:03.000","1","2.7999999999999998","-73.982825000000005","40.735309999999998","N","-73.955933999999999","40.765664999999998","CRD","10","0.5","1","0","11.5","0",,"1"
"CMT","2014-10-03T22:54:12.000","2014-10-03T23:11:09.000","1","3.6000000000000001","-73.932851999999997","40.703161999999999","N","-73.989014999999995","40.721755000000002","CSH","15","0.5","0","0","16","0.5",,"1"
"CMT","2014-02-25T14:21:13.000","2014-02-25T14:38:07.000","1","3.7999999999999998","-73.994203999999996","40.751638999999997","N","-73.959856000000002","40.768552","CRD","14.5","0.5","3","0","18","0",,"1"
"CMT","2014-09-05T22:07:12.000","2014-09-05T22:40:08.000","1","13.4","-73.968225000000004","40.689433999999999","N","-73.951436000000001","40.813609","CSH","39","0.5","0","0","40","0.5",,"1"
"VTS","2014-10-01T00:45:00.000","2014-10-01T00:56:00.000","1","1.3600000000000001","-73.983576999999997","40.721831999999999",,"-74.001242000000005","40.717604999999999","CSH","8.5","0.5","0","0","9.5","0.5",,"1"
"CMT","2014-11-15T19:20:48.000","2014-11-15T19:45:04.000","1","3.1000000000000001","-74.005289000000005","40.740814999999998","N","-73.968389000000002","40.762058000000003","CSH","16.5","0.5","0","0","17","0",,"1"
"VTS","2014-11-25T15:45:00.000","2014-11-25T15:49:00.000","5","0.41999999999999998","-74.008702","40.711837000000003",,"-74.005735000000001","40.707459999999998","CSH","4.5","0.5","0","0","5","0",,"1"
"CMT","2014-10-06T15:26:57.000","2014-10-06T15:41:06.000","1","1.3","-73.975245000000001","40.760264999999997","N","-73.991460000000004","40.750013000000003","CSH","10","0.5","0","0","10.5","0",,"1"
"CMT","2014-10-15T09:04:40.000","2014-10-15T09:19:35.000","1","2.1000000000000001","-73.980452","40.783029999999997","N","-73.951308999999995","40.786124999999998","CSH","11.5","0.5","0","0","12","0",,"1"
"CMT","2014-03-14T23:21:18.000","2014-03-14T23:25:17.000","1","0.69999999999999996","-74.002685","40.728546999999999","N","-73.993283000000005","40.731003000000001","CRD","5","0.5","1","0","7","0.5",,"1"
"CMT","2014-09-18T19:37:21.000","2014-09-18T19:49:50.000","1","2.2000000000000002","-73.972987000000003","40.764510999999999","N","-73.972295000000003","40.791342","CSH","10.5","0.5","0","0","12","1",,"1"
"VTS","2014-05-02T00:13:00.000","2014-05-02T00:26:00.000","2","3.4900000000000002","-73.982848000000004","40.750945000000002",,"-73.974502000000001","40.787632000000002","CSH","13","0.5","0","0","14","0.5",,"1"
"CMT","2014-05-01T18:09:08.000","2014-05-01T18:14:16.000","1","1.2","-73.969496000000007","40.797963000000003","N","-73.981171000000003","40.781911000000001","CSH","6.5","0.5","0","0","8","1",,"1"
"CMT","2014-10-10T11:21:43.000","2014-10-10T11:36:50.000","1","1.3999999999999999","-73.992220000000003","40.749777000000002","N","-73.976387000000003","40.755974999999999","CSH","10.5","0.5","0","0","11","0",,"1"
"VTS","2014-04-15T20:26:00.000","2014-04-15T20:38:00.000","1","2.04","-73.981965000000002","40.779055",,"-73.956643","40.780797","CRD","10.5","0.5","2.2000000000000002","0","13.699999999999999","0.5",,"1"
"VTS","2014-05-29T20:42:00.000","2014-05-29T20:56:00.000","1","8.6300000000000008","-73.866380000000007","40.771284999999999",,"-73.976106999999999","40.748887000000003","CRD","25","0.5","6.1699999999999999","5.3300000000000001","37.5","0.5",,"1"
"VTS","2014-11-21T21:21:00.000","2014-11-21T21:33:00.000","1","2.27","-73.963108000000005","40.758749999999999",,"-73.954047000000003","40.784506999999998","CSH","10.5","0.5","0","0","11.5","0.5",,"1"
"CMT","2014-12-13T20:36:39.000","2014-12-13T20:44:02.000","1","1","-73.956539000000006","40.780548000000003","N","-73.947591000000003","40.771042000000001","CRD","7","0.5","1","0","9","0.5",,"1"
"VTS","2014-04-22T15:50:00.000","2014-04-22T16:07:00.000","5","1.8200000000000001","-73.980869999999996","40.764850000000003",,"-73.987241999999995","40.742866999999997","CSH","11.5","0.5","0","0","12","0",,"1"
"CMT","2014-03-07T03:02:00.000","2014-03-07T03:12:19.000","3","2","-73.983628999999993","40.726120999999999","N","-73.984566000000001","40.746001999999997","CSH","9.5","0.5","0","0","10.5","0.5",,"1"
"CMT","2014-11-17T07:08:21.000","2014-11-17T07:32:37.000","1","5.9000000000000004","-74.010144999999994","40.718449999999997","N","-73.955314999999999","40.785643","CRD","20.5","0.5","0","0","21","0",,"1"
"CMT","2014-04-05T11:19:02.000","2014-04-05T11:25:15.000","1","1.2","-73.985276999999996","40.741487999999997","N","-73.998582999999996","40.733499999999999","CSH","6.5","0.5","0","0","7","0",,"1"
"VTS","2014-09-09T23:59:00.000","2014-09-10T00:06:00.000","3","0.93999999999999995","-73.938999999999993","40.80491",,"-73.934460000000001","40.797179999999997","CSH","6","0.5","0","0","7","0.5",,"1"
"VTS","2014-05-31T05:38:00.000","2014-05-31T05:45:00.000","1","2.3599999999999999","-73.991731999999999","40.723967000000002",,"-73.991635000000002","40.748989999999999","CRD","8.5","0.5","1.8","0","11.300000000000001","0.5",,"1"
"CMT","2014-09-25T06:46:17.000","2014-09-25T07:41:17.000","1","13.699999999999999","-73.807216999999994","40.657857999999997","N","-73.943268000000003","40.711623000000003","CRD","44.5","0.5","10","0","55","0",,"1"
"CMT","2014-12-16T22:23:48.000","2014-12-16T22:29:40.000","1","1.1000000000000001","-74.000846999999993","40.747171999999999","N","-74.002825999999999","40.731928000000003","CRD","6","0.5","3","0","10","0.5",,"1"
"VTS","2014-09-23T09:40:00.000","2014-09-23T10:16:00.000","2","7.5599999999999996","-74.004422000000005","40.711441999999998",,"-73.955181999999994","40.783112000000003","CRD","29.5","0.5","5.9000000000000004","0","35.899999999999999","0",,"1"
"VTS","2014-05-13T11:10:00.000","2014-05-13T11:16:00.000","1","1.22","-73.971262999999993","40.759762000000002",,"-73.958872999999997","40.768405000000001","CRD","6.5","0.5","2","0","9","0",,"1"
"VTS","2014-10-31T07:18:00.000","2014-10-31T07:32:00.000","6","2","-73.977367000000001","40.745435000000001",,"-73.977912000000003","40.763404999999999","CRD","10.5","0.5","1","0","12","0",,"1"
"CMT","2014-06-06T22:28:06.000","2014-06-06T22:41:15.000","1","3.3999999999999999","-73.997749999999996","40.745001999999999","N","-73.959484000000003","40.767446","CRD","12.5","0.5","2.7000000000000002","0","16.199999999999999","0.5",,"1"
"VTS","2014-01-10T10:15:00.000","2014-01-10T10:43:00.000","3","5.2699999999999996","-73.950315000000003","40.771501999999998",,"-74.006960000000007","40.751415000000001","CRD","21.5","0.5","2","0","24","0",,"1"
"CMT","2014-03-22T19:15:41.000","2014-03-22T19:19:56.000","2","0.80000000000000004","-73.949965000000006","40.772250999999997","N","-73.958554000000007","40.764234000000002","CRD","5.5","0.5","1","0","7","0",,"1"
"CMT","2014-06-26T08:53:54.000","2014-06-26T09:00:11.000","1","0.90000000000000002","-73.981618999999995","40.743389000000001","N","-73.983968000000004","40.733556999999998","CSH","6","0.5","0","0","6.5","0",,"1"
"VTS","2014-05-06T19:30:00.000","2014-05-06T19:52:00.000","1","6.1699999999999999","-74.005418000000006","40.736905",,"-73.960362000000003","40.797635","CRD","22.5","0.5","3.5","0","27.5","1",,"1"
"VTS","2014-04-07T18:48:00.000","2014-04-07T18:59:00.000","1","1.5","-73.995945000000006","40.732706999999998",,"-73.982682999999994","40.742367000000002","CRD","8.5","0.5","2","0","12","1",,"1"
"CMT","2014-03-19T16:29:08.000","2014-03-19T16:41:00.000","1","1.3999999999999999","-73.956702000000007","40.766590000000001","N","-73.975899999999996","40.765667999999998","CSH","9","0.5","0","0","10.5","1",,"1"
"CMT","2014-11-23T14:54:39.000","2014-11-23T15:09:40.000","1","1.8","-73.982355999999996","40.767541999999999","N","-73.984374000000003","40.748050999999997","CSH","10.5","0.5","0","0","11","0",,"1"
"VTS","2014-09-17T02:17:00.000","2014-09-17T02:30:00.000","2","3.6699999999999999","-73.955262000000005","40.73601",,"-73.920297000000005","40.700887000000002","CRD","13","0.5","2.7000000000000002","0","16.699999999999999","0.5",,"1"
"VTS","2014-05-14T06:42:00.000","2014-05-14T06:53:00.000","1","2.1899999999999999","-73.945627000000002","40.775376999999999",,"-73.969297999999995","40.759427000000002","CRD","10","0.5","2","0","12.5","0",,"1"
"CMT","2014-04-25T18:42:46.000","2014-04-25T18:47:49.000","1","0.5","-73.947615999999996","40.776142999999998","N","-73.955404999999999","40.779274999999998","CSH","5","0.5","0","0","6.5","1",,"1"
"VTS","2014-12-04T21:17:00.000","2014-12-04T21:31:00.000","1","1.7","-73.993037000000001","40.767915000000002",,"-73.975170000000006","40.754800000000003","CSH","10.5","0.5","0","0","11.5","0.5",,"1"
"VTS","2014-04-05T17:05:00.000","2014-04-05T17:34:00.000","1","3.4100000000000001","-73.960825","40.775370000000002",,"-73.994307000000006","40.740397000000002","CRD","19.5","0.5","2","0","22","0",,"1"
"VTS","2014-11-27T06:59:00.000","2014-11-27T07:02:00.000","4","0.44","-73.982726999999997","40.748370000000001",,"-73.978267000000002","40.752780000000001","CSH","4","0.5","0","0","4.5","0",,"1"
"VTS","2014-02-12T00:47:00.000","2014-02-12T00:49:00.000","1","0.25","-73.985673000000006","40.735210000000002",,"-74.005347","40.728656999999998","CRD","3.5","0.5","0","0","4.5","0.5",,"1"
"VTS","2014-07-23T16:27:00.000","2014-07-23T16:36:00.000","1","0.85999999999999999","-73.989478000000005","40.756317000000003",,"-73.978381999999996","40.755760000000002","CSH","7","0.5","0","0","8.5","1",,"1"
"VTS","2014-04-12T07:28:00.000","2014-04-12T08:02:00.000","1","22.469999999999999","-73.97148","40.757722000000001",,"-73.902011999999999","40.878365000000002","CSH","60.5","0.5","0","5.3300000000000001","66.329999999999998","0",,"1"
"VTS","2014-11-02T19:06:00.000","2014-11-02T19:09:00.000","5","0.71999999999999997","-73.958614999999995","40.780766999999997",,"-73.952624999999998","40.789369999999998","CSH","4","0.5","0","0","4.5","0",,"1"
"VTS","2014-12-20T01:22:00.000","2014-12-20T01:39:00.000","1","3.0499999999999998","-73.996994999999998","40.722642",,"-73.952438000000001","40.706560000000003","CRD","15","0.5","3.1000000000000001","0","19.100000000000001","0.5",,"1"
"VTS","2014-04-27T00:00:00.000","2014-04-27T00:21:00.000","3","4.46","-73.991517000000002","40.739122000000002",,"-73.990234999999998","40.687510000000003","CRD","16","0.5","3.2999999999999998","0","20.300000000000001","0.5",,"1"
"VTS","2014-12-03T20:45:00.000","2014-12-03T20:55:00.000","1","2.1099999999999999","-74.000069999999994","40.738702000000004",,"-73.998992000000001","40.760987","CRD","10","0.5","1","0","12","0.5",,"1"
"CMT","2014-06-16T22:11:32.000","2014-06-16T22:22:58.000","3","1.8999999999999999","-73.999020000000002","40.739038999999998","N","-73.97748","40.722709999999999","CRD","10.5","0.5","3.4500000000000002","0","14.949999999999999","0.5",,"1"
"VTS","2014-08-17T11:05:00.000","2014-08-17T11:22:00.000","3","4.9800000000000004","-73.992035000000001","40.749454999999998",,"-74.004525000000001","40.707157000000002","CRD","17.5","0.5","3.5","0","21.5","0",,"1"
"VTS","2014-08-23T17:55:00.000","2014-08-23T18:06:00.000","6","2.75","-73.999836999999999","40.733136999999999",,"-73.999956999999995","40.761777000000002","CRD","10.5","0.5","2.1000000000000001","0","13.1","0",,"1"
"VTS","2014-01-01T19:50:00.000","2014-01-01T20:03:00.000","2","3.4900000000000002","-73.990167","40.756537000000002",,"-73.952520000000007","40.786434999999997","CRD","13","0.5","2.6000000000000001","0","16.100000000000001","0",,"1"
"CMT","2014-12-23T00:57:07.000","2014-12-23T01:09:08.000","1","2.6000000000000001","-73.989102000000003","40.760306999999997","N","-74.008073999999993","40.738770000000002","CRD","11","0.5","2.3999999999999999","0","14.4","0.5",,"1"
"VTS","2014-06-26T14:41:00.000","2014-06-26T14:57:00.000","5","1.46","-73.974547000000001","40.761507000000002",,"-73.991107999999997","40.750537000000001","CSH","11","0.5","0","0","11.5","0",,"1"
"CMT","2014-01-15T16:06:30.000","2014-01-15T16:14:53.000","2","1.7","-73.969359999999995","40.787697000000001","N","-73.988506999999998","40.774248","CSH","8.5","0.5","0","0","10","1",,"1"
"CMT","2014-02-28T07:20:24.000","2014-02-28T07:30:54.000","1","2.7000000000000002","-74.000710999999995","40.727589999999999","N","-73.979253999999997","40.761662999999999","CRD","10.5","0.5","3.2999999999999998","0","14.300000000000001","0",,"1"
"VTS","2014-04-10T15:37:00.000","2014-04-10T16:08:00.000","1","6.9000000000000004","-73.980532999999994","40.767586999999999",,"-74.005039999999994","40.709797000000002","CRD","26.5","0.5","5.2999999999999998","0","32.299999999999997","0",,"1"
"VTS","2014-11-07T13:30:00.000","2014-11-07T13:33:00.000","1","1.03","-73.992954999999995","40.7483",,"-74.005937000000003","40.745282000000003","CSH","5","0.5","0","0","5.5","0",,"1"
"VTS","2014-07-19T13:55:00.000","2014-07-19T14:03:00.000","1","1.3799999999999999","-73.982609999999994","40.761192000000001",,"-74.000715","40.758195000000001","CSH","7.5","0.5","0","0","8","0",,"1"
"VTS","2014-08-31T21:03:00.000","2014-08-31T21:09:00.000","1","1.2","-73.962891999999997","40.769266999999999",,"-73.975047000000004","40.759002000000002","CSH","6.5","0.5","0","0","7.5","0.5",,"1"
"VTS","2014-01-23T08:01:00.000","2014-01-23T08:20:00.000","5","2.52","-73.958752000000004","40.763942",,"-73.985067000000001","40.753121999999998","CSH","13","0.5","0","0","13.5","0",,"1"
"CMT","2014-12-30T02:23:15.000","2014-12-30T02:52:17.000","1","9.1999999999999993","-73.996320999999995","40.726827999999998","N","-73.963888999999995","40.770947","CRD","29.5","0.5","3","0","33.5","0.5",,"1"
"VTS","2014-02-06T14:09:00.000","2014-02-06T14:20:00.000","1","1.29","-73.993549999999999","40.76135",,"-73.982230000000001","40.771839999999997","CSH","8.5","0.5","0","0","9","0",,"1"
"CMT","2014-10-30T06:01:45.000","2014-10-30T06:37:13.000","1","14.5","-73.977395000000001","40.746541000000001","N","-73.843958999999998","40.851830999999997","CSH","43.5","0.5","0","0","44","0",,"1"
"CMT","2014-12-10T18:57:06.000","2014-12-10T19:04:22.000","1","1.3","-73.994291000000004","40.690345999999998","N","-73.999460999999997","40.674782999999998","CRD","7","0.5","2.5499999999999998","0","11.050000000000001","1",,"1"
"VTS","2014-02-26T00:22:00.000","2014-02-26T00:35:00.000","1","3.5800000000000001","-73.980166999999994","40.750624999999999",,"-73.975200000000001","40.790370000000003","CRD","13.5","0.5","2.7999999999999998","0","17.300000000000001","0.5",,"1"
"CMT","2014-01-04T18:11:26.000","2014-01-04T18:38:19.000","2","5.5","-74.013277000000002","40.702554999999997","N","-73.986027000000007","40.760846999999998","CSH","22.5","0.5","0","0","23","0",,"1"
"VTS","2014-10-01T17:30:00.000","2014-10-01T17:39:00.000","2","1.49","-73.959941999999998","40.769447",,"-73.954549999999998","40.7866","CSH","7.5","0.5","0","0","9","1",,"1"
"VTS","2014-12-05T19:28:00.000","2014-12-05T19:40:00.000","1","2.4100000000000001","-74.006951999999998","40.718282000000002",,"-73.995180000000005","40.692835000000002","CRD","10.5","0.5","2.8799999999999999","0","14.880000000000001","1",,"1"
"VTS","2014-04-16T08:45:00.000","2014-04-16T08:53:00.000","1","1.79","-73.986069999999998","40.759777",,"-74.003960000000006","40.742851999999999","CRD","8","0.5","1.6000000000000001","0","10.1","0",,"1"
"CMT","2014-12-20T19:45:18.000","2014-12-20T20:00:10.000","1","1.8999999999999999","-74.016067000000007","40.710684000000001","N","-73.998143999999996","40.722808000000001","CRD","11","0.5","2.2999999999999998","0","13.800000000000001","0",,"1"
